doi,title,pmid,authors,year,issns,supporting_cites,disputing_cites,mentioning_cites,total_cites,scite_report_link,fields,first_approach,second_approach,third_approach
10.1111/j.1095-8339.1984.tb01575.x,"Wood and stem anatomy of Lardizabalaceae, with comments on the vining habit, ecology and systematics",,['Sherwin Carlquist'],1984.0,['0024-4074'],2.0,0.0,20.0,22.0,https://scite.ai/reports/wood-and-stem-anatomy-of-XMpndk,Anatomy_Pith_Sclereid_Tracheid_Ecology_Sinofranchetia_Decaisnea_Clematis_Lardizabalaceae_Systematics_Botany_Biology,0.0,0.0,0.0
10.3354/meps034157,"Chemical defense in tropical green algae, order Caulerpales",,"['VJ Paul', 'W Fenical']",1986.0,"['0171-8630', '1616-1599']",2.0,0.0,109.0,111.0,https://scite.ai/reports/chemical-defense-in-tropical-green-03PnDZ,Dry weight_Microorganism_Sea urchin_Green algae_Conch_Herbivore_Chemical defense_Algae_Botany_Biology,0.0,0.0,0.0
10.1007/bf00377122,"The effect of wilting on palatability of plants to Schistocerca gregaria, the desert locust",,"['E. A. Bernays', 'A. C. Lewis']",1986.0,"['0029-8549', '1432-1939']",2.0,0.0,18.0,20.0,https://scite.ai/reports/the-effect-of-wilting-on-j0kxXV,Host (biology)_Horticulture_Palatability_Locust_Taraxacum officinale_Desert locust_Schistocerca_Population_Botany_Biology_Wilting,0.0,0.0,0.0
10.1021/np50036a009,Components of Oil of Tansy (Tanacetum vulgare) That Repel Colorado Potato Beetles (Leptinotarsa decemlineata),,['W. R. Schearer'],1984.0,"['0163-3864', '1520-6025']",2.0,0.0,23.0,25.0,https://scite.ai/reports/components-of-oil-of-tansy-RgkNZW,Essential oil_Leptinotarsa_Umbellulone_Botany_Biology,0.0,0.0,0.0
10.1111/j.1570-7458.1985.tb03481.x,Mechanism of egg recognition by the cowpea weevil Callosobruchus maculatus,,"['Frank J. Messina', 'J. A. A. Renwick']",1985.0,['0013-8703'],2.0,0.0,22.0,24.0,https://scite.ai/reports/mechanism-of-egg-recognition-by-8r36NO,Callosobruchus maculatus_Weevil_Callosobruchus_Botany_Biology,0.0,0.0,0.0
10.1098/rstb.1985.0005,"The Middle Cambrian metazoan
            Wiwaxia corrugata
            (Matthew) from the Burgess Shale and
            Ogygopsis
            Shale, British Columbia, Canada",,[],1985.0,"['0080-4622', '2054-0280']",2.0,0.0,39.0,41.0,https://scite.ai/reports/the-middle-cambrian-metazoan-wiwaxia-y0ZAYr,Paleontology_Trace fossil_Aplacophora_Burgess Shale_Ogygopsis_Camera lucida_Wiwaxia_Aculifera_Biology_Phylum,0.0,0.0,0.0
10.2134/agronj1984.00021962007600010002x,"Aluminum Toxicity and DNA Synthesis in Wheat Roots
            1",,"['S. U. Wallace', 'I. C. Anderson']",1984.0,"['0002-1962', '1435-0645']",2.0,0.0,20.0,22.0,https://scite.ai/reports/aluminum-toxicity-and-dna-synthesis-Q9YJWJ,Cultivar_Soil pH_Eagle_Toxicity_Elongation_Poaceae_DNA_DNA synthesis_Agronomy_Biology,0.0,0.0,0.0
10.1007/978-1-4612-4644-2_10,The Evolution of Deterrent Responses in Plant-Feeding Insects,,"['Elizabeth Bernays', 'Reg Chapman']",1987.0,['0172-6625'],2.0,0.0,53.0,55.0,https://scite.ai/reports/the-evolution-of-deterrent-responses-z9p485,Host (biology)_Terrestrial plant_Colorado potato beetle_Insect_Botany_Biology,0.0,0.0,0.0
10.1093/aesa/80.1.9,Significance Levels of Inferential Statistics and Their Interpretation: A Lesson from Feeding Deterrent Experiments,,"['E. A. Bernays', 'P. Wege']",1987.0,"['1938-2901', '0013-8746']",2.0,0.0,8.0,10.0,https://scite.ai/reports/significance-levels-of-inferential-statistics-DMRrEp,Statistics_Statistical inference_Ecology_Acrididae_Feeding behavior_Statistical significance_Biology,0.0,0.0,0.0
10.2307/3898189,Genetic Variability for Characters Affecting Stand Establishment in Crested Wheatgrass,,"['K. H. Asay', 'D. A. Johnson']",1983.0,['0022-409X'],2.0,0.0,5.0,7.0,https://scite.ai/reports/genetic-variability-for-characters-affecting-eyPwXz,Germination_Cultivar_Seedling_Revegetation_Agropyron cristatum_Bromus inermis_Water potential_Phenology_Agronomy_Biology,0.0,0.0,0.0
10.4039/ent119605-7,"Pine Oil: An Oviposition Deterrent For The Onion Maggot, Delia Antiqua (Meigen) (Diptera: Anthomyiidae)",,"['A. Javer', 'A.D. Wynne', 'J.H. Borden', 'G.J.R. Judd']",1987.0,"['0008-347X', '1918-3240']",2.0,0.0,8.0,10.0,https://scite.ai/reports/pine-oil-an-oviposition-deterrent-eJlVbr,Horticulture_Maggot_PEST analysis_Anthomyiidae_Delia antiqua_Pine oil_Chemical control_Field conditions_Egg laying_Botany_Biology,0.0,0.0,0.0
10.1016/0167-7187(84)90034-1,Strategic and deterrent pricing responses to antitrust investigations,,['Robert M. Feinberg'],1984.0,['0167-7187'],2.0,0.0,7.0,9.0,https://scite.ai/reports/strategic-and-deterrent-pricing-responses-8annQY,Empirical research_Economics_Microeconomics_Price fixing,0.0,0.0,0.0
10.1016/0166-0462(83)90029-7,The deterrence hypothesis revisited,,"['Andrew J. Buck', 'Meir Gross', 'Simon Hakim', 'J. Weinblatt']",1983.0,['0166-0462'],2.0,0.0,13.0,15.0,https://scite.ai/reports/the-deterrence-hypothesis-revisited-9ab2z9,Economics_Simultaneous equations_Jurisdiction_Net return_Indigenous_Deterrence theory_Criminology,0.0,0.0,0.0
10.1037//0735-7044.97.4.541,Central nervous system regulation of finicky feeding by the blowfly.,,"['Cynthia F. Moss', 'V. G. Dethier']",1983.0,['0735-7044'],2.0,0.0,13.0,15.0,https://scite.ai/reports/central-nervous-system-regulation-of-zNX5VE,Chemoreceptor_Internal medicine_Endocrinology_Sugar_Quinine_Sucrose_Food deprivation_Central nervous system_Biology_Taste_Sensory system,0.0,0.0,0.0
10.2190/gf9x-xh3r-flxd-d9gh,Blaming the Aged Victim: The Politics of Scapegoating in Times of Fiscal Conservatism,,['Meredith Minkler'],1983.0,"['0020-7314', '1541-4469']",2.0,0.0,11.0,13.0,https://scite.ai/reports/blaming-the-aged-victim-the-Kwde8M,Private sector_Political economy_Sociology_Ideology_Class conflict_Federal budget_Scapegoating_Poison control_Economic growth_Politics_Conservatism,0.0,0.0,0.0
10.2307/1143141,Homicide and the Death Penalty: A Cross-National Test of a Deterrence Hypothesis,,"['Dane Archer', 'Rosemary Gartner', 'Marc Beittel']",1983.0,['0091-4169'],2.0,0.0,4.0,6.0,https://scite.ai/reports/homicide-and-the-death-penalty-r1MLp4,No data.,0.0,0.0,0.0
10.2307/1143445,The Plea Bargaining Controversy,,['Douglas A. Smith'],1986.0,['0091-4169'],2.0,1.0,58.0,61.0,https://scite.ai/reports/the-plea-bargaining-controversy-WMYnyN,Economics_Law and economics_Plea,0.0,0.0,0.0
10.1080/01635588709513907,Observations on the reliability and validity of the design and diet history method in the Melbourne colorectal cancer study,,"['Susan Kune', 'Gabriel A. Kune', 'Lyndsey F. Watson']",1987.0,"['0163-5581', '1532-7914']",2.0,2.0,11.0,15.0,https://scite.ai/reports/observations-on-the-reliability-and-ZpndO2,Recall_Epidemiology_Demography_Response rate (survey)_Average duration_Diet history_Colorectal cancer_Medicine_Gerontology,0.0,0.0,0.0
10.1007/bf00363840,Coevolution of the checkerspot butterfly Euphydryas chalcedona and its larval food plant Diplacus aurantiacus: larval response to protein and leaf resin,,"['D. E. Lincoln', 'T. S. Newton', 'P. R. Ehrlich', 'K. S. Williams']",1982.0,"['0029-8549', '1432-1939']",2.0,0.0,34.0,36.0,https://scite.ai/reports/coevolution-of-the-checkerspot-butterfly-DWJ3yN,Host (biology)_Larva_Euphydryas_Butterfly_Diplacus aurantiacus_Food plant_Coevolution_Botany_Diapause_Biology,0.0,0.0,0.0
10.1086/283545,Evolution of Receptor Sensitivity to Secondary Plant Substances with Special Reference to Deterrents,,['V. G. Dethier'],1980.0,"['0003-0147', '1537-5323']",2.0,0.0,44.0,46.0,https://scite.ai/reports/evolution-of-receptor-sensitivity-to-yX6Elr,Receptor_Ecology_Gustatory system_Herbivorous insects_Herbivore_Biology_Zoology,0.0,0.0,0.0
10.2307/2576988,Certainty of Arrest and Crime Rates: A Further Test of the Deterrence Hypothesis,,"['Charles R. Tittle', 'Alan R. Rowe']",1974.0,['0037-7732'],2.0,0.0,19.0,21.0,https://scite.ai/reports/certainty-of-arrest-and-crime-gkEeAn,No data.,0.0,0.0,0.0
10.1111/j.1570-7458.1977.tb02683.x,"Chemoreceptors In The Preoral Cavity Of The Tobacco Hornworm, Manduca Sexta, And Their Possible Function In Feeding Behaviour",,"['G. Boer', 'V. G. Dethier', 'L. M. Schoonhoven']",1977.0,['0013-8703'],2.0,0.0,27.0,29.0,https://scite.ai/reports/chemoreceptors-in-the-preoral-cavity-j3491V,Chemoreceptor_Molecular biology_Canna_Manduca sexta_Food intake_Biology,0.0,0.0,0.0
10.4039/ent111391-4,Chalcid Parasitoid Attack On A Gall Wasp Population (Acraspis Hirta (Hymenoptera: Cynipidae)) On Quercus Prinus (Fagaceae),,"['Jan O. Washburn', 'Howard V. Cornell']",1979.0,"['0008-347X', '1918-3240']",2.0,0.0,14.0,16.0,https://scite.ai/reports/chalcid-parasitoid-attack-on-a-Dk3K2W,No data.,0.0,0.0,0.0
10.1016/0165-1765(80)90062-2,On an anomaly of the deterrent effect of punishment,,['Ariel Rubinstein'],1980.0,['0165-1765'],2.0,0.0,5.0,7.0,https://scite.ai/reports/on-an-anomaly-of-the-3a8j5W,Economics_Microeconomics_Choice problem_Welfare economics,0.0,0.0,0.0
10.1007/bf00988921,Vestitol: A phytoalexin with insect feeding-deterrent activity,,"['G. B. Russell', 'O. R. W. Sutherland', 'R. F. N. Hutchins', 'P. E. Christmas']",1978.0,"['0098-0331', '1573-1561']",2.0,0.0,16.0,18.0,https://scite.ai/reports/vestitol-a-phytoalexin-with-insect-v5PAKv,Entomology_Larva_Insect_Pasture_Phytoalexin_Costelytra zealandica_Botany_Agronomy_Biology,0.0,0.0,0.0
10.1073/pnas.78.2.1176,"Inhibition of tumor growth, vascularization, and collagenolysis in the rabbit cornea by medroxyprogesterone.",6262756.0,"['J. Gross', 'R. G. Azizkhan', 'C. Biswas', 'R. R. Bruns', 'D. S. Hsieh', 'J. Folkman']",1981.0,"['0027-8424', '1091-6490']",2.0,0.0,39.0,41.0,https://scite.ai/reports/inhibition-of-tumor-growth-vascularization-xKOlrQ,Internal medicine_Endocrinology_Pathology_Medroxyprogesterone_Cornea_Melanoma_Neovascularization_Collagenase_Microbial collagenase_Angiogenesis_Connective tissue_Biology,0.0,0.0,0.0
10.1161/01.str.6.4.417,Pial Microcirculation in Subarachnoid Hemorrhage,,"['D. A. Herz', 'S. Baez', 'K. Shulman']",1975.0,"['0039-2499', '1524-4628']",2.0,0.0,29.0,31.0,https://scite.ai/reports/pial-microcirculation-in-subarachnoid-hemorrhage-OX8vnO,Microcirculation_Subarachnoid hemorrhage_Propranolol_Vasospasm_Vasoconstriction_Phenoxybenzamine_Beta-adrenergic blocking agent_Adrenergic receptor_Anesthesia_Medicine,0.0,0.0,0.0
10.1111/j.1570-7458.1978.tb02795.x,"Response Of
            Myzus Persicae
            To Components Of Aphid Extracts And To Carboxylic Acids",,"['A. R. Greenway', 'D. C. Griffiths', 'Susan L. Lloyd']",1978.0,"['0013-8703', '1570-7458']",2.0,0.0,11.0,13.0,https://scite.ai/reports/response-of-myzus-persicae-to-ArvREv,Molecular biology_Aphid_Myzus persicae_Lipid fraction_Botany_Biology,0.0,0.0,0.0
10.2307/2094607,The Deterrence Doctrine and the Perceived Certainty of Legal Punishments,,"['Maynard L. Erickson', 'Jack P. Gibbs', 'Gary F. Jensen']",1977.0,['0003-1224'],2.0,0.0,23.0,25.0,https://scite.ai/reports/the-deterrence-doctrine-and-the-6YzORr,Psychology_Doctrine_Crime prevention_Seriousness_Sanctions_Imprisonment_Poison control_Deterrence theory_Certainty_Social psychology,0.0,0.0,0.0
10.1126/science.201.4354.452,Proteins in a Nonvenomous Defensive Secretion: Biosynthetic Significance,,"['J. R. Aldrich', 'M. S. Blum', 'A. Hefetz', 'H. M. Fales', 'H. A. Lloyd', 'P. Roller']",1978.0,"['0036-8075', '1095-9203']",2.0,0.0,20.0,22.0,https://scite.ai/reports/proteins-in-a-nonvenomous-defensive-28kzRD,Arthropod_Leptoglossus phyllopus_Reactive components_Secretion_Biochemistry_Botany_Biology,0.0,0.0,0.0
10.1111/j.1570-7458.1978.tb02767.x,Chemoreception Of An Oviposition Deterrent Associated With Eggs In Pieris Brassicae,,"['Mary Behan', 'L. M. Schoonhoven']",1978.0,['0013-8703'],2.0,0.0,30.0,32.0,https://scite.ai/reports/chemoreception-of-an-oviposition-deterrent-8r3NMQ,Chemoreceptor_Anatomy_Molecular biology_Larva_Pieris brassicae_Pheromone_Sensillum_Rothschild_Visual detection_Spike frequency_Biology,0.0,0.0,0.0
10.2307/134839,Urban Law Enforcement in Canada: An Empirical Analysis,,"['William J. Furlong', 'Stephen L. Mehay']",1981.0,['0008-4085'],2.0,0.0,13.0,15.0,https://scite.ai/reports/urban-law-enforcement-in-canada-vYM1vW,Economics_Law_Law enforcement,0.0,0.0,0.0
10.1002/ps.2780120606,Antifeeding effect of cypermethrin and permethrin at sub-lethal levels againstPieris brassicaelarvae,,['Keng-Hong Tan'],1981.0,['0031-613X'],2.0,0.0,33.0,35.0,https://scite.ai/reports/antifeeding-effect-of-cypermethrin-and-bnyxPR,Larva_Pupa_Pyrethroid_Pieris brassicae_Cypermethrin_Permethrin_Reverse order_Temperature induced_Toxicology_Biology,0.0,0.0,0.0
10.1002/app.1980.070250904,Dielectric loss microwave degradation of polymers: Cellulose,,"['G. Graham Allan', 'Barbara B. Krieger', 'Donald W. Work']",1980.0,"['0021-8995', '1097-4628']",2.0,0.0,12.0,14.0,https://scite.ai/reports/dielectric-loss-microwave-degradation-of-vVgGD4,Product distribution_Organic chemistry_Materials science_Polymer degradation_Cellulose_Levoglucosan_Pellets_Pyrolysis_Chemical engineering_Microwave_Heat transfer,0.0,0.0,0.0
10.1007/bf00346706,"Food selection by the South Indian leaf-monkey, Presbytis johnii, in relation to leaf chemistry",,"['John F. Oates', 'Peter G. Waterman', 'Gillian M. Choo']",1980.0,"['0029-8549', '1432-1939']",2.0,0.0,127.0,129.0,https://scite.ai/reports/food-selection-by-the-south-KeOepp,Relative species abundance_Animal science_Petiole (botany)_Condensed tannin_Staple food_Dietary Requirements_Presbytis johnii_Leaf monkey_Fibre content_Botany_Biology,0.0,0.0,0.0
10.1016/0022-2011(82)90056-8,Feeding deterrent response of corn insects to β-exotoxin of Bacillus thuringiensis,,"['M.B. Mohd-Salleh', 'L.C. Lewis']",1982.0,['0022-2011'],2.0,0.0,7.0,9.0,https://scite.ai/reports/feeding-deterrent-response-of-corn-YJ6RRE,Cutworm_Toxin_Agrotis ipsilon_Exotoxin_Bacillus thuringiensis_European corn borer_Toxicology_Botany_Biology,0.0,0.0,0.0
10.1525/sp.1977.25.1.03a00100,Formal and Informal Sanctions: A Comparison of Deterrent Effects,,"['Linda S. Anderson', 'Theodore G. Chiricos', 'Gordon P. Waldo']",1977.0,"['0037-7791', '1533-8533']",2.0,0.0,36.0,38.0,https://scite.ai/reports/formal-and-informal-sanctions-a-Akm0JE,No data.,0.0,0.0,0.0
10.2307/1220592,Mnemonic Three‐Letter Acronyms For The Families Of Vascular Plants: A Device For More Effective Herbarium Curation,,['William A. Weber'],1982.0,"['0040-0262', '1996-8175']",2.0,0.0,23.0,25.0,https://scite.ai/reports/mnemonic-three-letter-acronyms-for-the-JNrLQD,Library science_Mnemonic_Botany_Herbarium_Biology,0.0,0.0,0.0
10.1177/002188638101700316,Deterrence and Income Tax Cheating: Testing Interaction Hypotheses in Utilitarian Theories,,"['Wilbur J. Scott', 'Harold G. Grasmick']",1981.0,"['0021-8863', '1552-6879']",2.0,0.0,22.0,24.0,https://scite.ai/reports/deterrence-and-income-tax-cheating-lkve3b,Indirect tax_Economics_Income tax_Microeconomics_Cheating_Double taxation_Monetary economics_International taxation_Deterrence theory_State income tax,0.0,0.0,0.0
10.1093/sf/52.4.455,Certainty of Arrest and Crime Rates: A Further Test of the Deterrence Hypothesis,,"['C. R. Tittle', 'A. R. Rowe']",1974.0,"['0037-7732', '1534-7605']",2.0,0.0,25.0,27.0,https://scite.ai/reports/certainty-of-arrest-and-crime-Jggd3n,Positive economics_Norm (social)_Tittle_Conformity_Economics_Sanctions_Normative_Deterrence theory_Criminology_Certainty_Deviance (sociology),0.0,0.0,0.0
10.1093/sf/59.2.471,The Deterrent Effect of Perceived Severity of Punishment,,"['H. G. Grasmick', 'G. J. Bryjak']",1980.0,"['0037-7732', '1534-7605']",2.0,0.0,15.0,17.0,https://scite.ai/reports/the-deterrent-effect-of-perceived-8yy309,Rational choice theory_Commit_Psychology_Social exchange theory_Perception_Sanctions_Utilitarianism_Deterrence theory_Certainty_Social psychology,0.0,0.0,0.0
10.1086/449070,Research in Criminal Deterrence: Laying the Groundwork for the Second Decade,,['Philip J. Cook'],1980.0,"['0192-3234', '2153-0416']",2.0,0.0,101.0,103.0,https://scite.ai/reports/research-in-criminal-deterrence-laying-16AzLe,Criminal justice_Sociology_Law and economics_Deterrence theory_Criminology,0.0,0.0,0.0
10.1017/s0007485300009585,The influence of repellent materials and aphid extracts on settling behaviour and larviposition of Myzus persicae (Suizer) (Hemiptera: Aphididae),,"['D. C. Griffiths', 'A. R. Greenway', 'Susan L. Lyoyd']",1978.0,"['0007-4853', '1475-2670']",2.0,0.0,10.0,12.0,https://scite.ai/reports/the-influence-of-repellent-materials-eM5kZ2,No data.,0.0,0.0,0.0
10.1126/science.213.4510.889,Phytochemical Deterrence of Snowshoe Hare Browsing by Adventitious Shoots of Four Alaskan Trees,,['J. P. Bryant'],1981.0,"['0036-8075', '1095-9203']",2.0,1.0,121.0,124.0,https://scite.ai/reports/phytochemical-deterrence-of-snowshoe-hare-65kPaE,Woody plant_Phytochemical_Shoot_Snowshoe hare_Deciduous_Botany_Biology_Taiga,0.0,0.0,0.0
10.1093/ee/9.3.318,"An Oviposition Deterrent Associated with Frass from Feeding Larvae of the Cabbage Looper,
Trichoplusia ni
(Lepidoptera: Noctuidae)",,"['J. A. A. Renwick', 'Celia D. Radke']",1980.0,"['1938-2936', '0046-225X']",2.0,1.0,23.0,26.0,https://scite.ai/reports/an-oviposition-deterrent-associated-with-v6Lp0Z,Frass_Larva_Lepidoptera genitalia_Noctuidae_Cabbage looper_Trichoplusia_Botany_Biology,0.0,0.0,0.0
10.1111/j.1465-7295.1979.tb00294.x,Women And Crime: An Economic Analysis,,['Ann P. Bartel'],1979.0,"['0095-2583', '1465-7295']",2.0,1.0,13.0,16.0,https://scite.ai/reports/women-and-crime-an-economic-Oa3wjP,Economic model_Economics_Conviction_Property crime_Economic analysis_Criminology,0.0,0.0,0.0
10.1177/002242788201900204,Deterrent and Experiential Effects in Perceptual Deterrence Research: a Replication and Extension,,"['W.William Minor', 'Joseph Harry']",1982.0,"['0022-4278', '1552-731X']",2.0,2.0,28.0,32.0,https://scite.ai/reports/deterrent-and-experiential-effects-in-lk45Nm,Psychology_Perception_Novelty_Experiential learning_Deterrence theory_Social psychology,0.0,0.0,0.0
10.2307/3053071,Severity of Formal Sanctions as a Deterrent to Deviant Behavior,,"['Richard G. Salem', 'William J. Bowers']",1970.0,['0023-9216'],2.0,0.0,9.0,11.0,https://scite.ai/reports/severity-of-formal-sanctions-as-ZeZZ8P,Retributive justice_Norm (social)_Economics_Law and economics_Sanctions_Social justice_Normative_Deviance (sociology),0.0,0.0,0.0
10.1126/science.173.3999.771,Pleistocene Changes in the Fauna and Flora of South America,,['B. S. Vuilleumier'],1971.0,"['0036-8075', '1095-9203']",2.0,0.0,177.0,179.0,https://scite.ai/reports/pleistocene-changes-in-the-fauna-Pwr3J0,Fauna_Glacial period_Quaternary_Interglacial_Ecology_Rainforest_Biota_Tropics_Pleistocene_Biology,0.0,0.0,0.0
10.1017/s000748530000300x,A veranda-trap hut for studying the house-frequenting habits of mosquitoes and for assessing insecticides. III. The effect of DDT on behaviour and mortality,,"['A. Smith', 'D. J. Webley']",1969.0,"['0007-4853', '1475-2670']",2.0,0.0,63.0,65.0,https://scite.ai/reports/a-veranda-trap-hut-for-studying-pDWy23,Pesticide_Anopheles gambiae_Culex pipiens fatigans_Mansonia uniformis_Chemical basis_After treatment_Toxicology_Biology,0.0,0.0,0.0
10.1080/20477724.2019.1639018,Molecular surveillance of putative drug resistance markers of antifolate and artemisinin among imported Plasmodium falciparum in Qatar,31296112.0,"['Devendra Bansal', 'Praveen K. Bharti', 'Anushree Acharya', 'Mohamed H Abdelraheem', 'Priyanka Patel', 'Ashraf Elmalik', 'Salem Abosalah', 'Fahmi Y. Khan', 'Mohamed ElKhalifa', 'Hargobinder Kaur', 'Elmoubasher Farag', 'Nilanju P Sarmah', 'Pradyumna K. Mohapatra', 'Rakesh Sehgal', 'Jagadish Mahanta', 'Ali A. Sultan']",2019.0,"['2047-7724', '2047-7732']",2.0,0.0,1.0,3.0,https://scite.ai/reports/molecular-surveillance-of-putative-drug-dvpbN89,Drug resistance_Public health_Virology_Artemisinin_Plasmodium falciparum_Antifolate_Sulphadoxine-pyrimethamine_Imported malaria_Biology,0.0,0.0,0.0
10.1186/s12936-019-2692-3,"Evaluation of MAGNet, a long-lasting insecticidal mosquito net against Anopheles fluviatilis in experimental huts in India",30841885.0,"['Gunasekaran Kasinathan', 'Sudhansu Sekhar Sahu', 'Vijayakumar Tharmalingam', 'Subramanian Swaminathan', 'Manju Rahi', 'Jambulingam Purushothaman']",2019.0,['1475-2875'],2.0,0.0,5.0,7.0,https://scite.ai/reports/evaluation-of-magnet-a-long-lasting-lZKXENy,Pesticide_Pyrethroid_Mosquito net_Anopheles fluviatilis_Long lasting_Who criteria_Positive control_Negative control_Toxicology_Biology,0.0,0.0,0.0
10.1007/s42448-019-00017-6,Does Informal Social Control Deter Child Abuse? A Comparative Study of Koreans and Russians,,"['Clifton R. Emery', 'Shali Wu', 'Tatiana Eremina', 'Youngji Yoon', 'Solhwee Kim', 'Hyerin Yang']",2019.0,"['2524-5236', '2524-5244']",2.0,0.0,4.0,6.0,https://scite.ai/reports/does-informal-social-control-deter-mOKPpwz,No data.,0.0,0.0,0.0
10.1371/journal.pone.0212576,Toxicity and oviposition deterrence of essential oils of Clinopodium nubigenum and Lavandula angustifolia against the myiasis-inducing blowfly Lucilia sericata,30785945.0,"['Stefano Bedini', 'Guido Flamini', 'Francesca Cosci', 'Roberta Ascrizzi', 'Maria C. Echeverria', 'Evelin V. Gomez', 'Lucia Guidi', 'Marco Landi', 'Andrea Lucchi', 'Barbara Conti']",2019.0,['1932-6203'],2.0,0.0,10.0,12.0,https://scite.ai/reports/toxicity-and-oviposition-deterrence-of-lZKXylm,Myiasis_Essential oil_Calliphoridae_Lucilia_Medicinal plants_Fumigation_Lavandula angustifolia_Secondary infection_Traditional medicine_Biology,0.0,0.0,0.0
10.1162/rest_a_00755,How the Reformulation of OxyContin Ignited the Heroin Epidemic,,"['William N. Evans', 'Ethan M. J. Lieber', 'Patrick Power']",2019.0,"['0034-6535', '1530-9142']",2.0,0.0,36.0,38.0,https://scite.ai/reports/how-the-reformulation-of-oxycontin-XxJNQ4E,No data.,0.0,0.0,0.0
10.18553/jmcp.2019.25.1.102,Factors Affecting Health Care Provider Knowledge and Acceptance of Biosimilar Medicines: A Systematic Review,,"['Emily Leonard', 'Michael Wascovich', 'Sonia Oskouei', 'Paula Gurz', 'Delesha Carpenter']",2019.0,"['2376-0540', '2376-1032']",2.0,0.0,32.0,34.0,https://scite.ai/reports/factors-affecting-health-care-provider-mOlpYzY,Health care provider_Family medicine_Biosimilar_Medicine,0.0,0.0,0.0
10.1371/journal.pone.0214995,"Determinants of facility based–deliveries among urban slum dwellers of Kampala, Uganda",30998693.0,"['Lestine Bitakwitse Atusiimire', 'Peter Waiswa', 'Lynn Atuyambe', 'Victoria Nankabirwa', 'Monica Okuga']",2019.0,['1932-6203'],2.0,0.0,5.0,7.0,https://scite.ai/reports/determinants-of-facility-based-deliveries-among-vJKK8bJ,Infant mortality_Cross-sectional study_Psychological intervention_Prenatal care_Health facility_Attendance_Slum_Pregnancy_Medicine_Environmental health,0.0,0.0,0.0
10.3390/molecules24112067,Role of Saponins in Plant Defense Against Specialist Herbivores,31151268.0,"['Mubasher Hussain', 'Biswojit Debnath', 'Muhammad Qasim', 'Bamisope Steve Bamisile', 'Waqar Islam', 'Muhammad Salman Hameed', 'Liande Wang', 'Dongliang Qiu']",2019.0,['1420-3049'],2.0,0.0,8.0,10.0,https://scite.ai/reports/role-of-saponins-in-plant-Mav1vep,Host (biology)_Plant defense against herbivory_Secondary metabolite_Barbarea vulgaris_Diamondback moth_Barbarea_Plutellidae_Herbivore_Botany_Biology,0.0,0.0,0.0
10.1016/j.chieco.2017.09.004,Where are the migrants from? Inter- vs. intra-provincial rural-urban migration in China,,"['Yaqin Su', 'Petros Tesfazion', 'Zhong Zhao']",2018.0,['1043-951X'],2.0,0.0,15.0,17.0,https://scite.ai/reports/where-are-the-migrants-from-y8Q4rgr,Per capita_Population size_China_Geography_Wage_Border effect_Urbanization_Demographic economics_Development economics_Migration studies_Differential (mechanical device),0.0,0.0,0.0
10.1016/j.reprotox.2018.06.002,Ethical approval for multicenter cohort studies on drug exposure during pregnancy: A survey among members of the European Network of Teratology Information Services (ENTIS),,"['Ursula Winterfeld', 'Corinna Weber-Schöndorfer', 'Christof Schaefer', 'Erik von Elm', 'Thierry Buclin']",2018.0,['0890-6238'],2.0,0.0,4.0,6.0,https://scite.ai/reports/ethical-approval-for-multicenter-cohort-9O3Y95r,Research ethics_Information system_Cohort study_Drugs in pregnancy_Pregnancy_Drug_Review process_Family medicine_Teratology_Medicine,0.0,0.0,0.0
10.1186/s12978-018-0589-1,The “hot potato” topic: challenges and facilitators to promoting respectful maternal care within a broader health intervention in Tanzania,30208916.0,"['Shannon A. McMahon', 'Rose John Mnzava', 'Gaudiosa Tibaijuka', 'Sheena Currie']",2018.0,['1742-4755'],2.0,0.0,8.0,10.0,https://scite.ai/reports/the-hot-potato-topic-challenges-and-68l1gPX,Public health_Psychology_Nursing_Psychological intervention_Tanzania_Childbirth_Health intervention_Population_Knowledge base_Developing country,0.0,0.0,0.0
10.3390/toxins10110456,Buzz Kill: Function and Proteomic Composition of Venom from the Giant Assassin Fly Dolopus genitalis (Diptera: Asilidae),30400621.0,"['Andrew Walker', 'James Dobson', 'Jiayi Jin', 'Samuel Robinson', 'Volker Herzig', 'Irina Vetter', 'Glenn King', 'Bryan Fry']",2018.0,['2072-6651'],2.0,0.0,21.0,23.0,https://scite.ai/reports/buzz-kill-function-and-proteomic-8G2lENO,Proteases_Inhibitor cystine knot_Defensin_Insect_Lucilia cuprina_Peptide_Venom_Asilidae_Biochemistry_Biology,0.0,0.0,0.0
10.1111/pbi.12885,Modification of chrysanthemum odour and taste with chrysanthemol synthase induces strong dual resistance against cotton aphids,29331089.0,"['Hao Hu', 'Jinjin Li', 'Thierry Delatte', 'Jacques Vervoort', 'Liping Gao', 'Francel Verstappen', 'Wei Xiong', 'Jianping Gan', 'Maarten A. Jongsma', 'Caiyun Wang']",2018.0,['1467-7644'],2.0,0.0,10.0,12.0,https://scite.ai/reports/modification-of-chrysanthemum-odour-and-EWdP1EK,Horticulture_Glycoside_Aphid_Pyrethrin_Metabolite_Chrysanthemum morifolium_Aphis gossypii_Pest control_Biosynthesis_Biology,0.0,0.0,0.0
